,1,2,3,4,5,6,7,8,9,10,11
metro,0,0,0,0,0,0,0,1,0,0,0
demand,0,0,0,0,0,2,1,0,0,1,0
cover,2,0,0,1,0,2,2,2,0,0,0
muscle,2,0,0,2,0,0,0,0,0,1,0
rocket,0,0,0,0,0,0,0,0,0,0,2
entertainment,3,3,0,0,0,0,0,0,0,0,4
can,0,0,0,0,0,0,0,0,0,0,0
premium,3,0,0,0,0,0,0,0,0,0,0
vivid,0,1,0,0,2,0,0,0,0,0,2
arab,0,0,0,0,0,0,0,0,0,0,0
symptoms,0,0,0,2,0,0,0,0,0,0,0
usps,0,0,0,0,0,0,0,0,0,0,0
hero,0,0,0,0,2,0,2,0,0,0,1
grovel,2,0,0,0,0,0,0,0,0,0,0
sour,0,0,0,1,0,0,0,1,0,1,0
trailor,0,0,0,0,0,0,0,0,0,0,1
strands,0,0,0,0,1,0,0,0,0,0,1
twinkle,0,1,0,1,0,0,0,0,0,0,1
tutor,0,1,0,0,0,2,0,0,0,0,1
situation,1,0,4,0,0,0,0,0,2,0,0
hints,3,1,1,1,1,3,3,3,1,1,2
tabacco,0,0,0,0,0,0,0,0,0,0,0
scenery,1,1,1,1,2,1,1,3,0,0,2
bookcase,0,0,0,0,0,0,0,0,0,0,0
pattern,0,0,3,0,0,0,0,0,3,0,3
veggies,0,0,0,0,0,0,0,0,0,0,0
send,0,0,0,0,0,3,2,0,2,0,4
demons,0,0,0,0,3,0,2,0,3,2,2
students,0,0,0,0,0,0,0,0,0,2,0
picture,0,0,0,0,2,3,2,0,4,0,3
herring,2,1,0,0,0,0,0,2,0,0,0
alvin,0,0,0,0,0,0,0,0,0,0,0
uproar,0,1,0,0,0,0,0,1,0,0,0
corncob,0,0,0,0,0,0,0,0,0,0,0
sent,0,0,0,0,0,2,1,0,1,0,1
target,3,2,0,0,0,0,2,3,0,0,0
monkeys,0,0,0,0,0,0,0,0,0,0,0
leasure,0,1,0,2,3,0,0,0,0,0,0
boundaries,2,0,0,3,0,0,2,3,0,0,0
crossaint,0,1,0,0,0,0,0,0,0,0,0
tim,0,0,0,0,0,0,0,0,0,0,0
passionate,0,0,0,3,0,0,0,0,0,0,0
stomp,0,0,0,0,0,0,0,0,0,0,0
impress,0,0,0,0,0,0,0,0,0,0,0
lisp,0,0,0,0,0,0,0,0,0,0,0
weekly,0,0,0,0,0,0,0,0,0,0,0
swindle,0,0,0,0,0,0,0,2,0,0,0
gimic,0,0,0,0,3,0,0,0,0,0,0
belly,0,0,0,0,0,0,0,0,0,0,0
dance,0,0,0,0,0,0,0,0,0,0,0
sight,0,4,0,0,0,0,0,2,0,0,0
angel,0,0,0,0,0,0,0,0,0,0,0
charisma,0,3,0,3,0,0,0,0,0,0,0
unequal,2,2,0,0,0,0,0,0,0,0,0
wand,0,0,0,0,0,0,0,0,0,0,0
thumb,0,0,0,0,0,0,0,0,0,0,0
weary,0,0,0,0,0,0,0,0,1,0,4
waifer,3,0,0,0,0,0,0,0,0,0,0
mush,0,0,0,0,0,0,0,0,0,0,0
predator,2,2,0,1,0,0,0,1,0,0,0
artifical,0,0,1,1,2,1,0,1,0,0,2
diseption,2,2,0,0,0,2,3,4,0,0,0
durdu,0,0,0,0,0,0,0,0,0,0,0
exercise,0,0,0,0,0,0,0,0,0,0,0
okayh,1,0,0,1,0,1,1,1,0,0,0
socket,0,0,0,0,0,0,0,0,0,0,0
seashell,0,0,0,0,0,0,0,0,0,0,0
math,0,0,0,0,0,0,0,0,2,0,0
revolving,0,0,0,0,0,0,0,0,0,0,0
packed,3,2,0,0,0,0,0,1,0,0,0
abilities,0,0,0,0,0,0,0,0,0,0,0
halter,0,0,0,0,0,0,0,1,0,0,0
asleep,4,4,0,0,1,0,0,0,2,0,0
texas,0,0,0,0,0,0,0,0,0,0,0
pine,0,0,0,0,0,0,0,0,0,0,0
attack,1,0,0,2,0,0,0,0,0,0,0
aloof,2,0,0,0,0,0,0,2,0,0,0
stomach,0,0,1,1,0,0,0,0,0,0,0
enroll,0,0,0,0,0,0,0,0,0,0,0
livid,0,0,0,0,0,0,0,1,0,2,0
snip,0,0,0,0,0,0,0,0,0,0,0
smart,0,1,0,0,1,0,0,0,0,0,0
nostril,0,0,0,3,1,0,0,0,0,0,0
magnifyingglass,0,2,0,0,0,0,0,1,0,0,0
participant,1,2,0,1,0,1,1,0,0,0,0
tech,0,0,0,0,3,0,0,0,2,0,1
expansion,0,0,0,2,0,0,0,0,2,0,0
napkin,0,1,0,0,0,0,0,0,0,0,0
undercooked,0,0,0,0,0,0,0,0,0,0,0
specialist,0,0,0,0,0,2,0,1,0,0,1
resplendent,0,0,0,0,0,0,0,1,0,0,0
oranges,0,0,0,0,2,0,0,0,0,0,0
showerr,0,0,2,0,0,0,0,0,0,0,0
flutter,0,2,0,0,0,0,2,0,0,0,0
aids,0,0,0,1,1,1,0,0,0,0,0
blew,0,0,0,0,0,0,0,0,0,0,0
scaly,0,0,0,0,0,0,0,0,0,0,0
quack,0,0,0,0,0,0,0,0,0,0,0
sociopaths,0,0,0,0,0,0,0,0,0,0,0
river,0,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,0,0,2,0,1
hockey,0,0,0,0,0,0,0,0,0,0,0
galaxay,0,0,0,0,0,0,0,0,0,0,0
elon,0,0,0,0,0,0,0,0,0,0,0
killer,0,0,0,0,0,0,3,0,0,1,0
seem,0,3,0,0,2,0,0,0,0,0,0
advocate,0,0,0,0,0,0,0,0,0,0,0
spyglass,2,3,0,0,0,3,2,3,0,0,0
hippo,0,0,0,0,0,0,0,0,0,0,0
acceptable,0,0,0,0,0,0,0,0,0,0,0
usage,0,0,0,0,0,0,0,0,0,0,0
eight,0,0,0,0,0,0,0,0,0,0,0
inscrutable,1,2,0,0,0,0,0,3,0,0,0
muse,0,1,0,0,2,0,0,0,1,0,0
multiplication,0,0,0,0,0,0,0,0,0,0,0
gravel,0,0,0,0,0,0,0,0,0,0,0
sobriety,0,0,0,0,0,0,0,0,0,0,0
corn,0,0,0,0,0,0,0,0,0,0,0
unrestrained,0,3,0,2,0,0,0,0,0,0,0
rested,3,3,0,0,0,0,0,0,0,0,0
unpublished,0,0,0,0,0,0,0,0,0,0,0
impressive,2,2,0,0,0,0,0,0,0,0,0
town,0,0,0,0,0,0,0,0,0,0,0
bumblebee,0,0,0,0,0,0,0,0,0,0,0
7800,0,0,0,0,0,0,0,0,0,0,0
brook,0,0,0,0,0,0,0,0,0,0,0
mountain,1,0,0,1,0,0,0,0,0,0,0
fate,0,1,0,0,2,0,3,0,2,0,3
tongue,0,0,0,0,3,0,0,0,0,0,0
medicind,0,0,0,0,0,0,0,0,0,0,0
vow,0,0,0,0,0,2,2,0,0,0,0
sung,0,0,0,0,0,0,0,0,0,0,0
generous,0,0,0,2,0,1,1,0,0,0,0
trucks,0,0,0,0,0,0,0,0,0,0,0
hoping,0,0,0,0,2,0,0,0,1,0,0
hammer,0,0,0,0,0,0,0,0,0,0,0
realestate,0,0,0,0,0,0,0,0,0,0,0
ransom,2,0,0,0,0,2,0,0,0,0,0
fathom,0,0,0,0,0,0,0,0,1,0,1
astrology,0,0,0,0,0,0,0,0,0,0,0
gluons,0,0,0,0,0,0,0,0,0,0,0
eponym,0,0,0,0,0,0,0,0,0,0,0
jeep,0,0,0,0,0,0,0,0,0,0,0
oregon,0,0,0,0,0,0,0,0,0,0,0
icecream,0,0,0,0,0,0,0,0,0,0,0
rescue,0,0,0,0,0,0,3,0,0,0,0
waves,0,0,0,0,0,0,0,0,0,0,0
sacrafice,2,0,0,0,0,2,4,0,0,0,0
serenity,2,3,0,0,2,0,3,0,0,0,1
pineal,0,0,0,0,0,0,0,0,0,0,0
grades,0,0,0,0,0,0,0,0,0,0,0
manipulators,0,2,0,2,0,1,0,2,0,0,0
reading,0,0,0,4,3,2,0,0,0,0,0
pensive,1,2,1,0,2,0,2,2,3,2,3
hydrogen,0,0,0,0,0,0,0,0,0,0,0
goner,0,0,0,0,0,0,0,0,1,0,2
describe,0,0,0,0,0,0,0,4,0,0,0
learning,0,2,0,0,1,0,0,0,0,0,2
marijuana,0,0,0,0,0,0,0,0,0,0,0
flame,0,2,0,2,2,0,0,0,0,0,0
deer,0,0,0,0,0,0,0,0,0,0,0
anthology,0,0,0,0,0,0,0,0,0,0,0
cleaner,0,0,0,3,3,0,0,0,2,0,2
these,0,0,0,0,0,0,0,0,0,0,0
pantrs,0,0,0,0,0,0,0,0,0,0,0
takeoff,0,0,0,0,0,0,0,0,0,0,0
ramp,0,0,0,0,0,0,0,2,0,0,0
agriculture,0,0,0,0,0,0,0,0,0,0,0
mastodon,0,0,0,0,0,0,0,0,0,0,0
mowing,0,0,0,0,0,0,0,0,0,0,0
rocking,0,0,0,0,0,0,0,0,0,0,0
pack,0,0,0,0,0,0,2,0,0,0,0
soild,0,0,0,0,0,0,0,0,0,0,0
asl,0,0,0,0,0,0,0,0,0,0,0
tom,0,0,0,0,0,0,0,0,0,0,0
width,1,2,0,3,0,0,1,0,0,0,0
relaxing,2,0,0,0,2,0,3,0,0,0,0
itshard,0,0,0,0,2,0,0,0,2,0,0
illustration,0,0,0,0,0,2,0,0,2,0,1
untied,0,0,0,2,0,0,0,0,0,0,0
continuous,0,3,0,0,0,0,0,0,0,0,0
greens,0,0,0,0,0,0,0,0,0,0,0
bleep,0,0,0,0,0,0,0,0,0,0,0
crazed,1,1,0,0,0,0,0,2,0,0,0
morose,0,0,0,0,0,0,0,0,2,2,3
mutilation,0,0,0,0,0,0,0,0,0,0,0
atomic,0,0,0,0,0,0,0,0,0,0,0
marx,0,0,0,0,0,0,0,0,0,0,0
previous,0,0,0,0,0,0,0,0,0,1,0
anxious,1,0,3,0,0,0,0,2,2,0,2
cruising,1,2,0,0,0,1,0,0,0,0,0
hostess,0,0,0,0,0,0,0,2,0,0,0
head,0,0,0,0,0,0,0,0,0,0,0
kibble,0,0,0,0,0,0,0,0,0,0,2
cure,0,0,0,0,0,0,0,0,0,1,0
plains,0,0,0,0,0,0,0,0,0,0,0
all,2,1,2,0,0,0,0,0,0,0,1
clause,0,0,0,0,0,0,0,0,0,0,0
cop,0,0,0,0,0,0,0,0,0,0,0
greenery,0,0,0,0,0,0,0,0,0,0,0
ezra,0,0,0,0,0,0,0,0,0,0,0
could,0,0,0,0,0,0,0,0,0,0,0
icing,0,0,0,0,0,0,0,0,0,0,0
sunscreen,0,0,0,0,0,0,0,0,0,0,0
lille,0,0,0,0,0,0,0,0,0,0,0
mechanic,0,0,0,0,0,0,0,0,0,0,0
butcher,0,0,0,0,0,0,0,0,0,0,0
meth,0,0,0,0,0,0,0,0,0,0,0
shone,0,0,0,0,0,0,0,0,0,0,0
even,1,0,0,0,0,0,0,0,0,0,0
friday,0,0,0,0,0,0,0,0,0,0,0
blow,0,0,0,0,0,0,0,0,0,0,0
machines,0,0,0,0,2,0,0,0,0,0,0
cancel,0,0,0,0,0,0,0,0,0,0,0
relativity,0,0,0,0,0,0,0,0,0,0,0
dancing,0,0,0,0,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,0,0,0,0,0
favorite,0,0,0,0,0,0,0,0,0,0,0
monkeybars,0,0,0,0,0,0,0,0,0,0,0
yes,0,0,0,0,0,0,1,0,0,0,0
robin,0,0,0,0,0,0,0,0,0,0,0
entertaining,0,2,0,1,0,0,0,0,0,0,0
lack,0,0,0,0,2,0,0,0,3,0,1
crumbs,0,0,0,0,0,0,0,0,1,0,0
program,0,0,0,0,0,0,0,0,0,0,3
guide,0,0,0,0,0,0,0,0,0,0,0
grocery,0,0,0,0,0,0,0,0,0,0,0
vip,4,3,0,0,0,2,2,2,0,0,1
calmness,0,1,0,0,1,0,2,0,0,0,0
enjoyment,0,2,0,0,1,2,0,0,0,0,0
am,0,0,0,0,0,0,0,0,0,0,0
stand,0,1,1,0,0,0,0,0,3,0,0
comiccon,0,0,0,0,0,0,0,0,0,0,0
tributary,0,0,0,0,0,0,0,0,0,0,0
offer,0,0,0,2,0,3,2,0,0,0,0
agnostic,0,0,0,0,0,0,0,0,0,0,0
eighteen,0,0,0,0,0,0,0,0,0,0,0
south,0,0,0,0,0,0,0,0,0,0,0
gaze,2,4,0,0,0,0,3,3,0,0,0
happy,0,0,0,0,1,3,3,0,0,0,0
grass,0,0,0,0,0,0,0,0,0,0,0
opening,0,2,0,2,0,0,0,0,0,0,0
ma,0,4,0,0,0,0,0,0,0,0,0
straight,0,0,0,0,0,0,0,0,0,0,0
wealth,3,0,0,0,2,0,0,0,0,0,2
expense,0,0,0,0,0,2,0,0,0,0,0
polkasalsatoppot,0,0,0,0,0,0,0,0,0,0,0
arcade,0,0,0,0,0,0,0,0,0,0,0
shore,0,0,0,0,0,0,0,0,0,0,0
immigration,0,0,0,0,0,0,0,0,0,0,0
gangter,0,0,0,0,0,0,0,0,0,0,0
dividers,0,0,0,0,0,1,0,0,0,0,0
cot,0,0,0,0,0,0,0,0,0,0,0
hip,0,0,0,1,0,0,0,0,0,0,0
watcher,3,0,0,0,0,0,0,2,0,0,0
prank,0,0,0,0,0,0,0,0,0,0,0
skates,0,0,0,0,0,0,0,0,0,0,0
today,0,0,0,0,0,0,0,0,0,0,0
ago,0,0,0,0,0,0,0,0,0,0,0
afternoon,0,0,0,0,0,0,0,0,0,0,0
dosage,0,0,0,2,0,0,0,0,0,0,0
sandals,0,0,0,0,0,0,0,0,0,0,0
face,3,3,0,0,0,0,0,2,0,0,0
lapiz,0,0,0,0,0,0,0,0,0,0,0
yogurt,0,0,0,0,0,0,0,0,0,0,0
trump,0,0,0,0,0,0,0,0,0,0,0
biography,0,0,0,0,0,0,0,0,0,0,2
quarry,0,0,0,0,0,0,0,0,0,0,0
epoch,0,0,0,0,0,0,0,0,0,0,0
concubine,0,0,0,0,0,0,0,0,0,0,0
thief,0,0,0,0,0,0,0,0,0,0,0
apricot,0,0,0,0,0,0,0,0,0,0,0
subterfuge,3,0,0,0,0,4,0,4,0,0,0
irritable,0,0,0,0,0,0,0,0,0,0,0
eyeball,0,4,0,2,0,0,2,2,0,0,0
wives,2,3,0,0,0,0,0,2,0,1,0
postage,0,0,0,0,0,0,0,0,0,0,0
socialise,1,3,0,1,0,0,0,1,0,0,0
fritters,0,0,0,0,0,0,0,0,0,0,0
furry,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0
jeweler,0,0,0,0,0,0,0,0,0,0,0
allowances,0,0,0,0,0,0,0,0,0,0,0
beard,0,0,0,0,0,0,0,0,0,0,0
marie,0,0,0,0,0,0,0,0,0,0,0
yvtv,0,0,0,0,0,0,0,0,0,0,0
underneath,0,1,2,0,0,0,0,0,0,0,0
discount,0,0,0,0,0,0,0,0,0,0,0
tranquil,1,2,0,0,0,0,0,0,0,0,0
fa,0,0,0,0,0,0,0,0,0,0,0
beings,0,0,0,0,0,0,0,0,0,0,0
atm,0,0,0,0,0,0,0,0,0,0,0
frat,0,0,0,0,0,0,0,0,0,0,0
bmi,0,0,0,0,0,0,0,0,0,0,0
odor,0,0,0,4,0,0,0,0,0,0,0
chickens,0,0,0,0,0,0,0,0,0,0,0
chernobyl,0,0,0,0,0,0,0,0,0,0,0
misguided,0,0,0,0,0,0,0,0,0,0,0
kpop,0,0,0,0,0,0,0,0,0,0,0
pansy,0,0,0,0,0,0,0,0,0,0,0
adventurous,2,1,0,0,0,0,0,0,0,0,0
modify,0,0,3,0,0,0,0,0,0,0,0
ennui,0,0,0,0,3,0,0,0,4,0,0
scarcity,0,0,0,0,0,0,0,0,0,0,0
clippers,0,0,0,0,0,0,0,0,0,0,0
buttons,0,0,0,2,0,0,0,0,0,0,0
suspense,2,2,0,1,0,3,0,2,0,0,0
renes,0,0,0,0,0,0,0,0,0,0,0
ivory,0,0,0,0,0,0,0,0,0,0,0
jam,0,0,0,0,0,0,0,0,0,0,0
ate,0,1,0,0,0,0,0,0,0,0,0
marshmallow,0,0,0,0,0,0,0,0,0,0,0
oilseals,0,0,0,0,0,0,0,0,0,0,0
puzzled,0,2,2,1,0,0,0,0,0,0,0
supper,0,1,0,0,2,0,0,0,0,0,0
jobs,0,0,0,0,0,0,0,0,0,0,0
apocalypse,0,0,0,0,0,0,0,0,0,0,0
stink,0,0,3,4,1,0,0,0,0,0,0
carnivorous,0,0,0,2,0,0,0,0,0,0,0
retired,0,0,0,0,0,0,0,0,0,0,2
stun,2,0,0,0,0,0,0,0,0,0,0
warn,0,0,0,0,0,2,0,0,0,0,0
highland,0,0,0,0,0,0,0,0,0,0,0
shipping,0,0,0,0,2,0,0,1,0,0,0
pesticides,0,0,0,0,0,0,0,0,0,0,0
dime,0,0,0,0,0,0,0,0,0,0,0
pe,0,0,3,0,0,0,0,0,0,0,0
cow,0,0,0,0,0,0,0,0,0,0,0
being,2,3,1,1,3,0,2,2,3,3,2
stew,0,0,0,0,0,0,0,0,1,0,0
reconcile,0,0,0,0,0,0,2,0,2,0,2
fulfilled,0,0,0,0,2,0,0,0,3,0,0
bovine,0,0,0,0,0,0,0,0,0,0,0
savor,0,2,0,0,2,0,0,0,0,0,0
jeter,1,0,0,0,0,0,0,0,0,0,0
commander,0,1,0,0,0,0,0,0,0,0,0
ticks,0,0,0,0,0,0,0,0,0,0,0
oscars,0,1,0,0,0,0,0,0,0,0,1
available,0,0,0,0,0,0,0,0,0,0,0
lane,2,2,2,2,0,1,0,0,0,0,0
filling,0,1,0,1,0,0,0,0,0,0,0
manicure,0,0,0,0,0,0,0,0,0,0,0
ignore,2,0,0,0,0,0,2,2,0,0,0
aboey,0,0,0,0,0,0,0,0,0,0,0
croak,0,0,0,0,0,0,0,0,0,0,1
untamed,0,0,0,2,0,0,0,0,0,0,0
flunk,0,0,0,0,0,0,0,0,1,0,0
big,2,2,0,2,0,0,1,0,1,0,0
gpu,0,0,0,0,0,0,0,0,0,0,0
chirping,0,0,0,0,0,0,0,0,0,0,4
rep,1,1,0,0,0,0,0,0,0,0,0
serrated,0,0,0,0,0,0,0,0,0,0,0
switch,1,0,0,1,0,1,0,0,0,0,0
peephole,0,0,0,0,0,0,0,0,0,0,0
ray,1,0,0,0,0,0,0,0,0,0,1
gmaes,0,0,0,0,0,0,0,0,0,0,0
disembarkation,0,0,0,0,0,1,2,3,0,0,0
tyrant,0,0,0,0,0,0,0,0,0,1,0
corporate,2,0,0,1,2,2,0,0,0,0,0
scary,1,1,0,0,0,0,0,1,0,0,0
dory,0,0,0,0,0,0,0,0,0,0,0
grime,0,0,3,3,1,0,0,0,0,0,0
leather,0,0,0,1,0,0,0,0,0,0,0
organizing,0,0,1,0,0,0,0,0,3,0,2
meow,0,0,0,0,0,0,0,0,0,0,2
obesity,0,0,0,0,0,0,0,0,0,0,0
magazine,0,2,0,2,3,1,0,0,3,0,0
laborious,0,0,0,0,0,0,0,0,2,0,0
lineages,0,0,0,0,0,0,1,0,0,0,1
offensive,0,1,0,3,0,0,0,1,0,0,0
meringue,0,0,0,0,0,0,0,0,0,0,0
statues,0,0,0,0,0,0,0,0,0,0,0
perseverance,0,0,0,0,0,0,0,0,2,3,1
kid,4,1,0,0,0,3,2,0,0,0,2
wonder,1,2,2,0,1,0,0,0,2,0,1
surely,0,0,0,0,0,0,0,0,0,0,0
his,3,3,1,3,3,4,2,3,2,0,2
unitedkingdom,0,0,0,0,0,0,0,0,0,0,0
branches,0,0,0,0,0,0,0,0,0,0,0
lego,0,0,0,0,0,0,0,0,0,0,0
tempted,1,0,0,0,0,0,0,0,0,0,2
vlogs,0,0,0,0,0,0,0,0,0,0,0
jerk,0,0,0,0,0,0,0,1,0,1,0
us,1,3,0,0,0,0,3,0,0,0,0
horror,0,0,0,1,0,0,0,1,0,0,0
grin,0,1,0,2,0,0,0,0,0,0,0
thank,0,0,0,0,0,0,0,0,0,0,0
verona,0,0,0,0,0,0,0,0,0,0,0
juggle,0,0,0,0,1,0,0,0,1,0,0
homosapien,2,2,0,0,0,0,0,0,0,0,0
escort,0,0,0,0,0,1,2,2,0,0,0
liqour,0,0,0,0,0,0,0,0,0,0,1
pump,0,0,0,4,0,0,0,0,0,0,0
stuffed,0,0,0,0,0,0,0,0,0,0,0
stadium,2,0,0,0,0,0,0,0,0,0,0
garnet,0,0,0,0,0,0,0,0,0,0,0
onions,0,0,0,1,0,0,0,0,0,0,0
spark,0,3,0,1,1,0,2,0,0,0,0
plantain,0,0,0,0,0,0,0,0,0,0,0
burst,0,0,0,0,0,0,0,0,3,0,0
pjs,0,1,0,0,0,0,0,0,2,0,0
yelling,0,0,0,1,0,0,0,1,3,0,0
obeservations,2,2,2,2,2,1,1,3,2,1,2
umber,0,0,0,0,1,0,0,0,0,0,0
approval,1,2,0,1,1,1,1,2,0,1,0
categories,0,0,0,0,0,0,0,0,0,0,0
nin,0,0,0,0,0,0,0,0,0,0,0
undersized,3,2,0,0,0,0,0,0,0,0,0
trilingual,0,0,0,0,0,0,0,0,0,0,0
youtube,0,0,0,0,0,0,0,0,0,0,0
boon,1,0,0,1,1,2,0,0,0,0,0
workday,0,0,0,0,0,0,0,0,0,0,0
thomas,0,0,0,0,0,0,0,0,0,0,0
shake,0,0,0,1,0,0,1,0,0,0,0
mustard,0,0,0,0,0,0,0,0,0,0,0
excessive,0,1,0,1,0,0,0,1,0,0,0
berzerk,0,0,0,1,0,0,0,1,0,0,0
sewn,0,0,2,0,0,0,0,0,0,0,1
dull,0,0,2,0,0,0,0,0,0,0,0
foreal,0,0,0,0,0,0,0,0,0,0,0
purge,0,0,1,0,0,0,0,0,2,0,2
stuffie,0,0,0,0,0,0,0,0,0,0,0
flapwings,0,0,0,0,0,0,0,0,0,0,0
daunt,0,0,0,0,0,0,0,0,0,0,0
advancement,1,0,0,0,0,0,0,0,0,0,1
soviet,0,0,0,0,0,0,0,0,0,0,0
dermatologist,0,0,1,1,0,0,0,0,0,0,0
dealt,0,0,0,0,0,0,0,0,0,0,0
blender,0,0,0,0,1,0,0,0,0,0,0
clang,0,0,0,0,0,0,0,0,0,0,0
famen,0,0,0,0,0,0,0,0,0,0,0
birthday,0,0,0,0,0,0,0,0,0,0,0
towels,0,0,0,0,2,0,0,0,0,0,0
australia,0,0,0,0,0,0,0,0,0,0,0
put,0,0,1,1,0,0,0,0,1,0,1
pokes,0,0,0,0,0,0,0,2,0,0,0
emigration,0,0,0,0,0,0,0,0,0,0,0
ruble,0,0,0,0,0,0,0,0,0,0,0
blackmail,1,0,0,0,0,2,2,0,0,0,0
adore,0,0,0,0,1,0,0,2,0,0,0
ever,0,0,0,0,0,0,0,0,0,0,0
nickels,0,0,0,0,0,0,0,0,0,0,0
tin,0,0,0,0,0,0,0,0,0,0,0
pimple,0,0,0,0,0,0,0,0,0,0,0
muscular,2,0,0,3,1,0,0,0,0,0,0
ibm,0,0,0,0,0,0,0,0,0,0,0
linen,0,2,1,0,2,0,0,0,2,0,2
weights,0,0,0,0,0,0,0,0,1,0,2
prayers,0,0,0,0,0,0,0,0,0,0,0
tungsti,0,0,0,0,0,0,0,0,0,0,1
puppy,0,0,0,0,0,0,0,0,0,0,0
dissappo,1,0,0,0,1,0,0,2,2,0,3
gibbering,0,0,0,0,0,0,0,0,0,0,0
charles,0,0,0,0,0,0,0,0,0,0,0
pronounce,0,0,0,0,0,0,0,0,0,0,0
venom,0,0,0,0,0,0,0,0,0,0,0
pantaloon,0,0,2,1,0,0,0,0,0,0,0
binder,0,0,0,0,0,0,0,0,0,0,1
proper,0,0,0,0,0,0,0,0,0,0,0
slay,0,0,0,0,0,0,0,0,0,0,0
flighty,3,2,0,0,0,1,0,0,0,0,0
mystery,3,2,0,0,0,3,0,2,0,0,1
molly,0,0,0,0,0,0,0,0,0,0,0
warped,0,0,0,0,0,0,0,0,0,0,0
guessing,0,2,0,0,0,0,0,0,2,0,0
alcholo,0,0,0,0,0,0,0,0,0,0,2
extraterrestrial,0,0,0,0,0,0,0,0,1,0,2
rookie,0,0,0,0,0,0,0,0,0,0,0
cable,0,0,0,0,0,0,0,0,0,0,2
montanna,0,0,0,0,0,0,0,0,0,0,0
parents,0,0,0,0,0,0,4,0,0,4,0
racehorse,0,0,0,0,0,0,0,0,0,1,0
nothingness,2,0,0,0,3,0,0,0,4,0,0
progressive,0,0,0,0,0,0,0,0,0,0,0
font,0,0,0,0,0,1,0,0,0,0,1
strict,0,0,0,0,0,0,0,0,0,0,0
dismantle,0,0,0,0,0,0,0,0,0,0,0
halogen,1,0,0,0,0,0,0,0,0,0,0
comfortdr,0,0,0,0,0,0,0,0,0,0,0
burnt,0,0,0,0,0,0,0,0,0,0,0
seattable,1,0,0,1,0,4,0,0,0,0,0
super,0,0,0,0,0,0,0,0,0,0,0
ohio,0,0,0,0,0,0,0,0,0,0,0
brate,0,0,0,0,0,0,0,0,0,0,0
miserable,1,0,0,0,2,0,0,0,3,0,3
coal,0,0,0,0,0,0,0,0,0,0,0
tablets,0,1,0,0,0,0,0,0,0,0,0
batting,0,0,0,0,0,0,0,0,0,0,1
timer,0,0,0,0,0,1,0,0,2,0,1
jon,0,0,0,0,0,0,0,0,0,0,0
troublepuddlepebbledabble,0,0,0,0,0,0,0,0,0,0,0
drinkable,0,0,0,0,0,0,0,2,0,0,0
minutes,0,2,0,0,2,0,0,0,0,0,4
jumbled,0,0,0,0,0,0,0,0,1,0,1
barch,0,0,0,0,0,0,0,0,0,0,0
ho,0,0,0,0,0,0,0,0,0,0,0
berry,0,0,0,0,0,0,0,0,0,0,0
roller,0,0,0,0,0,0,0,0,0,0,0
dating,3,3,0,0,0,0,3,0,2,3,0
pig,0,0,0,0,0,0,0,0,0,0,0
warmer,0,0,0,0,0,0,2,0,0,0,0
3dfx,0,0,0,0,0,0,0,0,0,0,0
carbondioxide,0,0,0,0,0,0,0,0,0,0,0
balboapark,0,0,0,0,0,0,0,0,0,0,0
blanker,0,0,0,0,0,0,0,0,0,0,0
annotation,0,0,0,0,0,0,0,0,0,0,0
waif,2,0,0,0,0,0,0,0,0,0,0
relaxation,1,1,0,0,0,0,1,0,0,0,0
sprinkles,0,0,0,0,0,0,0,0,0,0,0
popsicles,0,0,0,0,0,0,0,0,0,0,0
carried,0,0,0,0,0,0,3,2,0,0,0
pelosi,0,0,0,0,0,0,0,0,0,0,0
swingset,0,0,0,0,0,0,0,0,0,0,0
communism,0,0,0,0,0,0,0,0,0,0,0
calender,0,0,0,0,0,0,0,0,0,0,0
black hole,0,0,0,0,2,0,0,0,2,0,1
g6,1,1,0,0,0,1,0,0,0,0,0
strategy,0,0,0,0,0,0,0,0,4,0,0
process,0,0,0,0,0,0,0,0,2,0,0
yay,0,0,0,0,0,0,0,0,0,0,0
clothe,0,0,4,3,0,0,0,0,0,0,0
jolt,0,0,0,0,0,0,0,0,1,0,0
steeple,0,0,0,0,0,0,0,0,0,0,0
insel,0,0,0,0,0,0,0,0,0,0,0
van,0,0,0,0,0,0,0,0,0,0,0
gemz,0,0,0,0,0,0,0,0,0,0,0
americanairline,3,3,3,3,0,3,0,3,0,0,0
liter,0,0,2,0,0,0,0,2,0,0,0
grunge,0,0,0,0,0,0,0,0,0,0,0
destructrion,0,0,0,0,0,0,0,0,0,0,1
scamper,0,0,0,0,0,0,0,0,0,0,0
collaborate,0,1,0,0,0,0,0,0,0,0,0
habitat,0,0,0,0,2,0,0,0,2,0,0
admission,2,2,0,0,0,0,0,0,0,0,2
vaccine,0,0,0,0,0,0,0,0,0,0,0
social,0,2,0,2,0,2,2,2,0,0,0
meditation,0,0,0,0,1,0,0,0,1,0,0
rings,0,0,0,0,0,0,0,0,0,0,3
secretary,0,0,0,0,0,2,0,0,0,0,2
splendid,0,0,0,0,0,0,0,0,0,0,0
bearings,0,0,0,0,0,0,0,0,1,0,0
sod,0,0,0,0,0,0,0,0,0,0,0
